frame,mean_iou,iou_v0,iou_v1,iou_v2,iou_v3,iou_v4,iou_v5
9265,0.5128,0.4186,0.5175,0.4474,0.637,0.6096,0.4466
9270,0.5036,0.4081,0.5184,0.4293,0.6257,0.5964,0.4433
9275,0.5177,0.4158,0.5378,0.4336,0.6564,0.6133,0.4491
9280,0.5323,0.4361,0.5588,0.4423,0.6716,0.6309,0.454
9285,0.5333,0.4455,0.5684,0.449,0.6584,0.628,0.4502
9290,0.5527,0.4745,0.6224,0.4637,0.6631,0.6246,0.468
9295,0.5827,0.5205,0.6718,0.491,0.7097,0.6046,0.4986
9300,0.6066,0.537,0.7101,0.5234,0.7399,0.6201,0.5092
9305,0.5708,0.5383,0.6987,0.5106,0.6608,0.5652,0.451
9310,0.5559,0.6017,0.6273,0.5105,0.664,0.5181,0.4137
9315,0.5879,0.6602,0.6552,0.5473,0.6731,0.5507,0.4411
9320,0.6194,0.6892,0.7671,0.551,0.6617,0.5449,0.5023
9325,0.5441,0.5792,0.7048,0.4967,0.5592,0.4744,0.4505
9330,0.5182,0.5355,0.6797,0.4882,0.5104,0.4738,0.4214
9335,0.5658,0.6091,0.6996,0.5636,0.521,0.5138,0.4877
9340,0.6297,0.6803,0.7235,0.6199,0.6071,0.5892,0.5579
9345,0.6061,0.6252,0.695,0.6356,0.5549,0.5767,0.5492
9350,0.565,0.5627,0.6474,0.6157,0.4924,0.5401,0.5315
9355,0.5762,0.5579,0.6397,0.6714,0.4709,0.54,0.5773
9360,0.589,0.5904,0.61,0.6952,0.4872,0.5524,0.5988
9365,0.5854,0.5635,0.6075,0.6889,0.4908,0.5585,0.603
9370,0.583,0.5777,0.6029,0.6891,0.4762,0.5501,0.6022
9375,0.5795,0.5738,0.5853,0.7106,0.4683,0.5351,0.6038
9380,0.5676,0.57,0.5546,0.725,0.4544,0.5173,0.5844
9385,0.5507,0.5295,0.5241,0.717,0.4559,0.4974,0.5801
9390,0.5252,0.505,0.5091,0.6798,0.4557,0.489,0.5129
9395,0.5417,0.5209,0.5244,0.6808,0.4517,0.5318,0.5409
9400,0.5996,0.5809,0.5536,0.7535,0.4862,0.598,0.6253
9405,0.5174,0.4727,0.4792,0.6373,0.4318,0.5134,0.5701
9410,0.4963,0.4581,0.4557,0.5617,0.4833,0.525,0.4941
9415,0.5209,0.48,0.4838,0.6267,0.4871,0.5514,0.4965
9420,0.6218,0.5601,0.55,0.7928,0.5781,0.5857,0.6642
9425,0.5762,0.4844,0.5029,0.7309,0.5462,0.5469,0.6456
9430,0.5406,0.4355,0.4492,0.6966,0.4915,0.5012,0.6693
9435,0.5604,0.4389,0.4495,0.7454,0.4797,0.5053,0.7438
9440,0.6001,0.4882,0.4726,0.8167,0.5093,0.5374,0.7762
9445,0.5886,0.473,0.4565,0.794,0.5022,0.5261,0.7797
9450,0.5554,0.4596,0.4327,0.7433,0.4759,0.4881,0.7329
9455,0.5694,0.4583,0.4473,0.7742,0.4867,0.4986,0.7512
9460,0.5841,0.4642,0.4627,0.81,0.5055,0.5061,0.7563
9465,0.5637,0.4526,0.4657,0.7646,0.4987,0.4783,0.7221
9470,0.5531,0.446,0.4616,0.7513,0.4802,0.464,0.7153
9475,0.5577,0.4479,0.4624,0.7661,0.4718,0.4643,0.7335
9480,0.5734,0.4607,0.4678,0.7785,0.4864,0.4663,0.7805
9485,0.5573,0.4516,0.462,0.7498,0.4645,0.4506,0.7654
9490,0.5462,0.4477,0.4632,0.7212,0.454,0.4494,0.7419
9495,0.5428,0.4586,0.4691,0.7056,0.4556,0.443,0.7246
9500,0.544,0.4572,0.4764,0.7007,0.4543,0.4487,0.7266
9505,0.5314,0.4332,0.4677,0.6972,0.444,0.4292,0.7174
9510,0.5207,0.4236,0.4506,0.6933,0.4271,0.4232,0.7062
9515,0.5237,0.4319,0.4452,0.7019,0.4249,0.422,0.7165
9520,0.5367,0.454,0.4547,0.7108,0.4332,0.433,0.7344
9525,0.5305,0.4407,0.4471,0.7087,0.4447,0.4439,0.698
9530,0.5398,0.4396,0.4551,0.7257,0.4604,0.4638,0.6941
9535,0.5661,0.4629,0.476,0.7707,0.4722,0.4877,0.727
9540,0.5994,0.5041,0.5009,0.8076,0.4772,0.5317,0.7749
9545,0.5998,0.5144,0.4962,0.8003,0.4804,0.533,0.7745
9550,0.5983,0.5181,0.5021,0.789,0.4903,0.5471,0.7432
9555,0.5984,0.5287,0.5,0.761,0.4898,0.5659,0.7453
9560,0.6073,0.5453,0.5119,0.755,0.5004,0.5733,0.7581
9565,0.596,0.5317,0.5176,0.7112,0.5199,0.5777,0.718
9570,0.5878,0.5343,0.5142,0.6933,0.5267,0.5854,0.6733
9575,0.6315,0.5741,0.5481,0.7401,0.5484,0.6547,0.7238
9580,0.6608,0.6223,0.586,0.7696,0.5898,0.6583,0.7387
9585,0.6496,0.6218,0.5727,0.7639,0.5855,0.6612,0.6923
9590,0.6537,0.6318,0.578,0.7599,0.5799,0.6813,0.6911
9595,0.6693,0.6536,0.5998,0.8027,0.5781,0.6793,0.7025
9600,0.6937,0.6836,0.6243,0.8326,0.5981,0.7129,0.7105
9605,0.6781,0.6573,0.61,0.7985,0.6159,0.6842,0.7027
9610,0.6653,0.6297,0.6045,0.7634,0.614,0.6742,0.7057
9615,0.6792,0.6319,0.613,0.81,0.6231,0.6988,0.6986
9620,0.7044,0.6549,0.6043,0.8242,0.6671,0.7435,0.7322
9625,0.6871,0.6199,0.6212,0.8196,0.6857,0.7081,0.6681
9630,0.6886,0.6087,0.6217,0.7845,0.7169,0.7356,0.6642
9635,0.6941,0.624,0.6256,0.8345,0.6773,0.757,0.6464
9640,0.7085,0.6301,0.6267,0.8731,0.6996,0.7694,0.6519
9645,0.6756,0.5956,0.6128,0.8194,0.706,0.7132,0.6067
9650,0.6772,0.598,0.5833,0.8255,0.6891,0.7297,0.6378
9655,0.6672,0.5936,0.5545,0.8223,0.6827,0.7306,0.6195
9660,0.6739,0.5789,0.5704,0.8416,0.6575,0.7481,0.6472
9665,0.6369,0.5721,0.5716,0.7812,0.644,0.6295,0.623
9670,0.6165,0.6251,0.5121,0.751,0.6181,0.5409,0.6521
9675,0.6343,0.7431,0.518,0.7049,0.6042,0.5388,0.697
9680,0.6501,0.8127,0.5645,0.6843,0.5732,0.5443,0.7213
9685,0.6288,0.7404,0.5895,0.631,0.5458,0.567,0.6989
9690,0.6281,0.7855,0.5967,0.6024,0.5634,0.5569,0.6639
9695,0.6426,0.8445,0.6351,0.5869,0.5546,0.5679,0.6667
9700,0.6565,0.8328,0.6695,0.6368,0.5673,0.5682,0.6645
9705,0.6184,0.7758,0.6487,0.5806,0.5463,0.5371,0.6217
9710,0.596,0.7453,0.597,0.5247,0.5633,0.5716,0.5741
9715,0.6153,0.7518,0.6316,0.5407,0.5782,0.6004,0.5888
9720,0.656,0.7729,0.6947,0.5655,0.6156,0.6466,0.6406
9725,0.6306,0.7019,0.6801,0.5619,0.5941,0.6609,0.5845
9730,0.6182,0.6591,0.6763,0.5635,0.5919,0.6621,0.5563
9735,0.6361,0.6709,0.6789,0.5446,0.6408,0.6875,0.5937
9740,0.6874,0.7039,0.6821,0.5337,0.7745,0.8191,0.6111
9745,0.6461,0.6497,0.5827,0.5156,0.7731,0.7732,0.5825
9750,0.6199,0.6175,0.5535,0.5304,0.7264,0.7512,0.5404
9755,0.623,0.6362,0.5399,0.5345,0.7169,0.7854,0.5252
9760,0.6612,0.6494,0.5406,0.6373,0.7608,0.8221,0.5568
9765,0.5938,0.576,0.5584,0.5334,0.7254,0.6628,0.5071
9770,0.5596,0.4932,0.5114,0.5455,0.671,0.5629,0.5737
9775,0.5975,0.5391,0.5045,0.6743,0.6576,0.6215,0.5879
9780,0.656,0.6463,0.4991,0.7769,0.6376,0.7445,0.6317
9785,0.5855,0.5506,0.4675,0.7342,0.5632,0.6078,0.5896
9790,0.5631,0.5131,0.472,0.695,0.5537,0.5502,0.5946
9795,0.5845,0.5292,0.5055,0.6901,0.6004,0.5464,0.6355
9800,0.647,0.5717,0.5636,0.8067,0.6556,0.5735,0.7111
9805,0.6019,0.5244,0.5073,0.7251,0.6325,0.5448,0.6774
9810,0.6193,0.5493,0.4853,0.7967,0.6257,0.5699,0.6892
9815,0.6594,0.5752,0.517,0.8506,0.6552,0.5852,0.7735
9820,0.6859,0.6027,0.544,0.9034,0.6637,0.6293,0.7725
9825,0.6181,0.5306,0.5425,0.8201,0.5654,0.5347,0.7152
9830,0.5742,0.5239,0.4943,0.6897,0.5362,0.5235,0.6778
9835,0.6281,0.5916,0.5151,0.7132,0.609,0.6081,0.7314
9840,0.6653,0.6021,0.5273,0.7612,0.6553,0.625,0.8208
9845,0.6114,0.6053,0.5093,0.6302,0.5892,0.5598,0.7743
9850,0.6024,0.6702,0.5201,0.6034,0.5537,0.5604,0.7068
9855,0.6296,0.6876,0.5451,0.6288,0.578,0.6096,0.7281
9860,0.6567,0.6322,0.5071,0.7595,0.6413,0.6291,0.7707
9865,0.6213,0.6231,0.4652,0.7654,0.5508,0.6094,0.7137
9870,0.5988,0.6095,0.469,0.734,0.5149,0.5905,0.6747
9875,0.6144,0.6199,0.4797,0.7605,0.5284,0.6227,0.675
9880,0.6762,0.6732,0.5603,0.8235,0.6248,0.6644,0.7108
9885,0.6754,0.6613,0.5834,0.8134,0.6192,0.6551,0.7198
9890,0.678,0.667,0.5783,0.8008,0.6345,0.6605,0.727
9895,0.6789,0.6607,0.6,0.7929,0.634,0.6536,0.7319
9900,0.6808,0.6716,0.5821,0.7974,0.6401,0.6694,0.7244
9905,0.6595,0.6705,0.6184,0.7473,0.5992,0.644,0.6779
9910,0.6648,0.7198,0.6243,0.7473,0.5892,0.6463,0.6621
9915,0.6781,0.7037,0.6745,0.7682,0.6026,0.6548,0.6646
9920,0.695,0.7103,0.6668,0.8065,0.6217,0.6852,0.6796
9925,0.6835,0.6928,0.6299,0.8108,0.6062,0.683,0.6785
9930,0.6691,0.6809,0.6036,0.7913,0.5946,0.6728,0.6715
9935,0.6872,0.6965,0.6433,0.815,0.6148,0.6825,0.6712
9940,0.6874,0.704,0.6507,0.7896,0.611,0.6861,0.6828
9945,0.6846,0.7245,0.6445,0.7817,0.5976,0.6847,0.6747
9950,0.6804,0.7162,0.6689,0.7733,0.5991,0.6689,0.6559
9955,0.6798,0.7139,0.6511,0.7782,0.5986,0.68,0.657
9960,0.6793,0.7113,0.6766,0.7653,0.5916,0.6739,0.6569
9965,0.6805,0.7558,0.7117,0.7284,0.5937,0.6627,0.6311
9970,0.6891,0.7826,0.7482,0.699,0.6015,0.6631,0.6401
9975,0.6925,0.7942,0.7918,0.6702,0.6088,0.6335,0.6562
9980,0.711,0.7934,0.8348,0.7009,0.6228,0.6519,0.6623
9985,0.712,0.7995,0.8247,0.7016,0.6245,0.653,0.6685
9990,0.7141,0.7927,0.8273,0.7072,0.6268,0.6573,0.6733
9995,0.714,0.7972,0.8025,0.7214,0.6275,0.6625,0.6728
10000,0.7165,0.8009,0.8005,0.7184,0.6322,0.6736,0.6735
10005,0.7152,0.7867,0.8061,0.714,0.631,0.6767,0.6767
10010,0.7159,0.7917,0.8126,0.7114,0.6265,0.6766,0.6763
10015,0.709,0.7805,0.8107,0.7027,0.6193,0.6661,0.6747
10020,0.7058,0.7871,0.7752,0.7113,0.6199,0.6736,0.6676
10025,0.7066,0.7726,0.7961,0.704,0.6257,0.6685,0.6725
10030,0.7043,0.7708,0.8019,0.6999,0.6211,0.6628,0.669
10035,0.6945,0.7539,0.7815,0.6897,0.6081,0.6612,0.6727
10040,0.683,0.7473,0.7335,0.6984,0.6067,0.6443,0.6679
10045,0.6464,0.7646,0.7015,0.6014,0.5523,0.6199,0.6389
10050,0.6186,0.7392,0.6463,0.5656,0.5355,0.6143,0.6109
10055,0.6363,0.7906,0.692,0.5795,0.5191,0.5919,0.6447
10060,0.6402,0.7293,0.7234,0.6365,0.554,0.5971,0.601
10065,0.6353,0.7597,0.7389,0.5974,0.5278,0.5788,0.6091
10070,0.6154,0.77,0.7108,0.5854,0.4908,0.5435,0.5917
10075,0.6242,0.7898,0.7035,0.593,0.4997,0.5598,0.5996
10080,0.6269,0.819,0.6944,0.6196,0.4942,0.551,0.5834
10085,0.6038,0.7699,0.6746,0.6046,0.4712,0.5374,0.5653
10090,0.6211,0.7566,0.7186,0.6096,0.4958,0.5757,0.57
10095,0.6281,0.7676,0.7448,0.6111,0.5103,0.5647,0.5701
10100,0.639,0.8041,0.7589,0.6271,0.5247,0.5653,0.5541
10105,0.6034,0.7341,0.7263,0.5858,0.5125,0.5779,0.4841
10110,0.5861,0.7052,0.7204,0.5547,0.5427,0.5231,0.4703
10115,0.5939,0.7101,0.7419,0.5386,0.5793,0.5158,0.4776
10120,0.6201,0.7079,0.7293,0.554,0.6658,0.5222,0.5411
10125,0.5449,0.662,0.5617,0.5076,0.5804,0.4854,0.4721
10130,0.5408,0.6831,0.5349,0.5044,0.5339,0.5048,0.4836
10135,0.5737,0.7123,0.6137,0.5295,0.5477,0.5365,0.5027
10140,0.6088,0.6918,0.6287,0.5273,0.7002,0.5961,0.5086
10145,0.5798,0.6462,0.5778,0.5053,0.6798,0.5888,0.4809
10150,0.5426,0.5919,0.5383,0.4711,0.6255,0.5672,0.4615
10155,0.526,0.5706,0.4974,0.4505,0.6175,0.5619,0.4582
10160,0.5876,0.6087,0.5459,0.482,0.7496,0.6609,0.4787
10165,0.571,0.5838,0.5381,0.4673,0.7344,0.6434,0.4593
10170,0.5361,0.5588,0.5102,0.4378,0.6806,0.5996,0.4299
10175,0.5292,0.5584,0.4981,0.4395,0.6573,0.5922,0.4297
10180,0.5561,0.5758,0.5069,0.4573,0.7105,0.6248,0.4614
10185,0.5647,0.584,0.5157,0.4631,0.7068,0.6399,0.4786
10190,0.5634,0.5764,0.5283,0.4718,0.6917,0.6232,0.4889
10195,0.5717,0.5923,0.5227,0.4644,0.7021,0.6307,0.5179
10200,0.586,0.6137,0.5213,0.4857,0.7183,0.6448,0.5322
10205,0.5723,0.6142,0.5259,0.477,0.6945,0.6125,0.5097
10210,0.5386,0.5973,0.5092,0.4447,0.645,0.567,0.4686
10215,0.5299,0.6065,0.528,0.4282,0.6225,0.5477,0.4464
10220,0.5492,0.6375,0.5528,0.4539,0.6305,0.5578,0.463
10225,0.5341,0.6188,0.5663,0.4428,0.6021,0.5265,0.4478
10230,0.5269,0.6121,0.555,0.4479,0.5776,0.5209,0.4476
10235,0.5356,0.6114,0.5521,0.4633,0.588,0.5403,0.4583
10240,0.5769,0.6554,0.5724,0.5175,0.6423,0.5832,0.4903
10245,0.5811,0.6607,0.5728,0.512,0.6289,0.6227,0.4897
10250,0.6067,0.681,0.5773,0.5252,0.6416,0.7039,0.5115
10255,0.6327,0.7146,0.6095,0.5658,0.6425,0.7194,0.5444
10260,0.6571,0.7259,0.639,0.6137,0.6392,0.738,0.5864
10265,0.636,0.7218,0.6107,0.5783,0.6631,0.6889,0.5531
10270,0.6547,0.743,0.6087,0.5866,0.6752,0.7465,0.5684
10275,0.697,0.7505,0.6295,0.612,0.7708,0.8094,0.6095
10280,0.729,0.7784,0.6792,0.655,0.8204,0.8243,0.6164
10285,0.7097,0.7202,0.6666,0.6488,0.8031,0.8267,0.593
10290,0.6854,0.6849,0.6191,0.6233,0.8192,0.8026,0.5634
10295,0.6979,0.6964,0.6243,0.6301,0.8498,0.8138,0.5729
10300,0.7309,0.7157,0.6639,0.6633,0.8877,0.8267,0.6283
10305,0.7357,0.7175,0.6688,0.6756,0.8785,0.8457,0.6283
10310,0.7426,0.7283,0.6807,0.6926,0.8815,0.8401,0.6325
10315,0.7404,0.7239,0.6793,0.6867,0.8767,0.8427,0.633
10320,0.7346,0.7186,0.6743,0.6795,0.8703,0.834,0.6309
10325,0.7365,0.7231,0.6816,0.6836,0.8709,0.8293,0.6306
10330,0.7359,0.7252,0.678,0.6793,0.8813,0.8232,0.6284
10335,0.7352,0.7259,0.6835,0.678,0.883,0.8181,0.6227
10340,0.7328,0.7163,0.6661,0.6688,0.8827,0.8452,0.6178
10345,0.7106,0.6687,0.6526,0.6466,0.8805,0.8459,0.569
10350,0.6991,0.6529,0.6827,0.6407,0.8439,0.8198,0.5545
10355,0.7004,0.6649,0.6568,0.6597,0.8137,0.8499,0.5575
10360,0.7515,0.7169,0.7087,0.6907,0.8807,0.8456,0.6661
10365,0.7158,0.6969,0.7053,0.6867,0.8161,0.7794,0.6102
10370,0.7206,0.7035,0.7181,0.7032,0.8092,0.7678,0.622
10375,0.7472,0.7518,0.7198,0.72,0.8318,0.7961,0.6638
10380,0.765,0.7323,0.7263,0.728,0.8506,0.8641,0.6885
10385,0.742,0.6983,0.701,0.7061,0.8528,0.8233,0.6708
10390,0.7212,0.6664,0.6775,0.6829,0.8518,0.7989,0.6498
10395,0.7189,0.664,0.6706,0.6865,0.8657,0.8015,0.6249
10400,0.7276,0.7026,0.6819,0.6987,0.8733,0.7903,0.619
10405,0.7193,0.702,0.6905,0.6879,0.8592,0.7732,0.603
10410,0.7178,0.7048,0.6834,0.6976,0.8618,0.7652,0.5942
10415,0.7187,0.6984,0.6846,0.6937,0.8666,0.768,0.6006
10420,0.7127,0.6842,0.6738,0.6783,0.8615,0.7747,0.6036
10425,0.7087,0.6873,0.6854,0.6716,0.8558,0.753,0.5993
10430,0.7036,0.6868,0.6754,0.6645,0.8354,0.7635,0.5961
10435,0.6996,0.6815,0.6764,0.6733,0.844,0.7331,0.589
10440,0.6937,0.6686,0.6677,0.6668,0.8395,0.7254,0.5941
10445,0.6942,0.6713,0.6679,0.6683,0.8375,0.7235,0.5969
10450,0.7041,0.6785,0.6836,0.6771,0.8564,0.7239,0.6052
10455,0.7046,0.6748,0.6826,0.6832,0.8564,0.7205,0.6098
10460,0.7026,0.6671,0.6848,0.6914,0.8325,0.7279,0.6119
10465,0.6693,0.6362,0.6365,0.6625,0.7819,0.7094,0.5895
10470,0.6606,0.6208,0.6547,0.6542,0.7871,0.673,0.5737
10475,0.6521,0.595,0.6364,0.6202,0.8008,0.6894,0.5707
10480,0.6321,0.5584,0.6158,0.5963,0.7193,0.7288,0.5742
10485,0.5889,0.5562,0.5412,0.5661,0.6405,0.7235,0.5062
10490,0.572,0.5431,0.532,0.589,0.5768,0.6744,0.5164
10495,0.6028,0.5503,0.5363,0.5661,0.6912,0.7602,0.5129
10500,0.6354,0.5567,0.5325,0.5715,0.7772,0.8023,0.5724
10505,0.6211,0.5328,0.5145,0.5498,0.772,0.7863,0.5713
10510,0.6036,0.517,0.4841,0.5372,0.7463,0.7722,0.5648
10515,0.602,0.5074,0.4762,0.5395,0.7279,0.7899,0.571
10520,0.6052,0.5051,0.4755,0.529,0.7178,0.8284,0.5751
10525,0.5832,0.4887,0.4522,0.5073,0.7166,0.7778,0.5568
10530,0.5567,0.4663,0.4397,0.4725,0.7038,0.7351,0.5226
10535,0.5788,0.4732,0.4521,0.4939,0.7254,0.7998,0.5284
10540,0.5837,0.4788,0.46,0.507,0.7149,0.8095,0.5317
10545,0.5811,0.4823,0.4543,0.5063,0.7299,0.7928,0.5212
10550,0.5795,0.4854,0.4589,0.5075,0.7223,0.7847,0.518
10555,0.5742,0.4895,0.4597,0.5054,0.7252,0.7606,0.5048
10560,0.5793,0.4928,0.4804,0.5269,0.7216,0.7558,0.4982
10565,0.577,0.53,0.5228,0.5285,0.7259,0.6803,0.4746
10570,0.5769,0.5442,0.5331,0.5331,0.7103,0.6561,0.4842
10575,0.6047,0.5704,0.5588,0.5666,0.7102,0.7049,0.5171
10580,0.6511,0.6173,0.6052,0.6195,0.7049,0.7992,0.5606
10585,0.622,0.5911,0.5901,0.5941,0.7472,0.7188,0.4904
10590,0.6003,0.5771,0.5736,0.5717,0.69,0.7061,0.4833
10595,0.6177,0.5964,0.5927,0.5956,0.7086,0.7021,0.5108
10600,0.6441,0.6108,0.6137,0.6285,0.7161,0.7107,0.5849
10605,0.6153,0.5927,0.5984,0.5765,0.6705,0.7044,0.5495
10610,0.6183,0.5797,0.5792,0.5836,0.6675,0.7424,0.5571
10615,0.6338,0.598,0.5716,0.6283,0.6431,0.774,0.5878
10620,0.6794,0.6061,0.6535,0.7416,0.66,0.7922,0.623
10625,0.6458,0.5305,0.6431,0.7315,0.6697,0.7093,0.5904
10630,0.6458,0.5275,0.6491,0.759,0.6448,0.665,0.6297
10635,0.6898,0.5526,0.6837,0.8239,0.6746,0.6844,0.7196
10640,0.7176,0.5922,0.7117,0.8289,0.6872,0.7111,0.7747
10645,0.7016,0.5767,0.696,0.8082,0.6685,0.6876,0.7726
10650,0.6957,0.5882,0.6939,0.7883,0.6658,0.6754,0.763
10655,0.6981,0.6003,0.7162,0.7908,0.6759,0.6472,0.7584
10660,0.6758,0.6023,0.6902,0.7426,0.6673,0.6425,0.7096
10665,0.6409,0.5355,0.6345,0.7537,0.6152,0.6305,0.6758
10670,0.6076,0.4964,0.5809,0.7498,0.5766,0.6044,0.6375
10675,0.5914,0.5265,0.5685,0.7243,0.5681,0.6024,0.5584
10680,0.6429,0.5942,0.6146,0.7562,0.6115,0.5832,0.6976
10685,0.6196,0.5465,0.6009,0.7595,0.5645,0.5833,0.6631
10690,0.6002,0.5162,0.5616,0.741,0.5315,0.5628,0.6881
10695,0.5909,0.46,0.5388,0.7789,0.5042,0.5243,0.7391
10700,0.6227,0.514,0.545,0.8508,0.5177,0.5499,0.7585
10705,0.6031,0.49,0.5335,0.8222,0.4978,0.52,0.7551
10710,0.6015,0.4852,0.5315,0.8192,0.4903,0.5097,0.7729
10715,0.5854,0.489,0.5159,0.7884,0.481,0.51,0.7282
10720,0.5688,0.4859,0.5075,0.7804,0.4604,0.493,0.6855
10725,0.5589,0.4774,0.4966,0.7708,0.4536,0.4879,0.6667
10730,0.5472,0.4593,0.488,0.747,0.4495,0.4806,0.659
10735,0.5411,0.4441,0.4687,0.7435,0.4463,0.476,0.6683
10740,0.5404,0.4318,0.4614,0.7497,0.449,0.476,0.6746
10745,0.5317,0.3951,0.4348,0.6786,0.4522,0.4848,0.7446
10750,0.5139,0.3983,0.429,0.6174,0.4382,0.5021,0.6981
10755,0.5317,0.4273,0.4435,0.6214,0.4709,0.5179,0.7089
10760,0.5247,0.4352,0.4335,0.6501,0.4425,0.4956,0.6913
10765,0.5245,0.4277,0.427,0.6399,0.461,0.5112,0.6802
10770,0.5137,0.4205,0.4266,0.6139,0.4567,0.5196,0.6447
10775,0.489,0.406,0.3999,0.5724,0.4366,0.5026,0.6168
10780,0.5027,0.4081,0.3858,0.5846,0.4616,0.5168,0.6594
10785,0.4994,0.3919,0.3873,0.564,0.4794,0.5295,0.6446
10790,0.4848,0.3839,0.3734,0.5323,0.4803,0.5271,0.6121
10795,0.5,0.3837,0.3901,0.5377,0.5252,0.5613,0.6022
10800,0.5098,0.3924,0.3893,0.5334,0.5638,0.5849,0.5948
10805,0.5033,0.3952,0.3965,0.5202,0.5564,0.5824,0.5692
10810,0.4984,0.388,0.3927,0.5141,0.5522,0.5774,0.5659
10815,0.5056,0.3918,0.4074,0.5242,0.5673,0.5843,0.5586
10820,0.5119,0.3908,0.4153,0.5157,0.579,0.5989,0.5716
10825,0.4991,0.3764,0.4081,0.5078,0.5576,0.5746,0.5702
10830,0.4969,0.3776,0.4035,0.5212,0.5348,0.5663,0.5778
10835,0.5034,0.3773,0.4068,0.5234,0.5539,0.5744,0.5845
10840,0.514,0.3805,0.421,0.5403,0.5765,0.5785,0.587
10845,0.5092,0.3735,0.4253,0.5127,0.603,0.589,0.552
10850,0.5061,0.3752,0.4227,0.4973,0.6207,0.6014,0.5195
10855,0.5201,0.383,0.4345,0.4963,0.6765,0.6379,0.4927
10860,0.5335,0.4095,0.4593,0.5031,0.6814,0.6654,0.4824
10865,0.5194,0.3941,0.4334,0.4933,0.6819,0.6556,0.4584
10870,0.5129,0.3981,0.433,0.4905,0.6646,0.6398,0.4513
10875,0.5209,0.4009,0.4327,0.4913,0.6866,0.6622,0.4516
10880,0.5288,0.4079,0.4493,0.4893,0.6891,0.6886,0.4488
10885,0.5176,0.4277,0.4297,0.4644,0.6825,0.6619,0.4395
10890,0.5009,0.4252,0.4197,0.463,0.6517,0.627,0.4188
10895,0.511,0.4407,0.4149,0.4833,0.6702,0.6153,0.4415
10900,0.5109,0.4532,0.4243,0.4874,0.6452,0.6179,0.4374
10905,0.5163,0.4483,0.4338,0.495,0.638,0.654,0.4289
10910,0.5303,0.4542,0.4495,0.5196,0.6176,0.6822,0.4585
10915,0.5622,0.4802,0.4794,0.5612,0.6422,0.7213,0.4891
10920,0.5921,0.51,0.5001,0.6101,0.669,0.7196,0.5438
10925,0.5546,0.5154,0.4919,0.5921,0.5697,0.6638,0.4949
10930,0.5811,0.5464,0.5669,0.6243,0.5727,0.6579,0.5184
10935,0.6323,0.5928,0.6305,0.6614,0.6365,0.6714,0.6011
10940,0.6663,0.6511,0.6836,0.7233,0.6619,0.6624,0.6153
10945,0.6429,0.658,0.6687,0.7183,0.6448,0.5806,0.5873
10950,0.6332,0.6651,0.663,0.7151,0.6229,0.5636,0.5697
10955,0.6666,0.6923,0.7224,0.7694,0.6198,0.5911,0.6046
10960,0.6827,0.6847,0.8161,0.8039,0.6345,0.5703,0.5865
10965,0.6287,0.6112,0.7676,0.7452,0.5748,0.5138,0.5594
10970,0.6108,0.6124,0.7339,0.7176,0.5364,0.4887,0.5759
10975,0.6272,0.6643,0.7648,0.7111,0.5392,0.5093,0.5743
10980,0.6163,0.6729,0.7459,0.6871,0.5522,0.4918,0.5477
10985,0.5758,0.6316,0.7001,0.5727,0.5536,0.4807,0.5161
10990,0.6,0.6266,0.7123,0.5041,0.7075,0.5109,0.5386
10995,0.6385,0.6407,0.7129,0.5444,0.7123,0.5999,0.621
11000,0.6853,0.6539,0.75,0.6096,0.8083,0.6439,0.646
11005,0.6579,0.6491,0.6881,0.5568,0.7923,0.6404,0.6208
11010,0.6478,0.6435,0.6749,0.5519,0.7736,0.6558,0.5873
11015,0.6542,0.6011,0.6552,0.5691,0.8161,0.7255,0.5583
11020,0.6666,0.6004,0.67,0.5446,0.8252,0.7564,0.6032
11025,0.6091,0.5359,0.5917,0.475,0.7653,0.7184,0.5685
11030,0.59,0.4912,0.5229,0.4519,0.8084,0.718,0.5478
11035,0.5899,0.4963,0.5071,0.4747,0.7539,0.7348,0.5726
11040,0.64,0.5421,0.5574,0.5665,0.7591,0.8146,0.6003
11045,0.6387,0.5349,0.5716,0.546,0.7655,0.8316,0.5824
11050,0.6251,0.5272,0.5577,0.5485,0.7412,0.8117,0.5643
11055,0.64,0.5355,0.5774,0.5806,0.7509,0.8161,0.5794
11060,0.7106,0.6212,0.6555,0.6246,0.8523,0.8505,0.6592
11065,0.7,0.6412,0.6639,0.6317,0.8095,0.8107,0.6429
11070,0.6653,0.5576,0.6336,0.551,0.8587,0.7783,0.6124
11075,0.6741,0.5774,0.6367,0.5591,0.8522,0.7824,0.637
11080,0.7116,0.6426,0.6524,0.6285,0.8498,0.8121,0.6839
11085,0.7086,0.6432,0.6502,0.6291,0.8371,0.8091,0.6832
11090,0.718,0.6436,0.6587,0.6405,0.8571,0.8284,0.6799
11095,0.7281,0.6568,0.662,0.6487,0.8494,0.8603,0.6911
11100,0.738,0.6684,0.6725,0.6613,0.88,0.8551,0.6904
11105,0.731,0.6592,0.6668,0.6597,0.8578,0.8577,0.6849
11110,0.7298,0.6615,0.6588,0.6555,0.8548,0.857,0.6915
11115,0.7289,0.6546,0.6666,0.6533,0.8395,0.8596,0.6999
11120,0.7327,0.6632,0.6675,0.6567,0.8564,0.8598,0.6929
11125,0.7032,0.6453,0.6371,0.6322,0.7782,0.8364,0.69
